row_id,session_id,user_id,device_type,form_step,field_name,mouse_velocity_px_s,mouse_acceleration_px_s2,hesitation_time_ms,time_on_field_ms,click_count,rage_click,click_error_rate,scroll_jitter_count,correction_count,previous_attempts,cognitive_load_score,ui_action_triggered,session_abandoned
4552,SESS00480,USER5834,desktop,4,date_of_birth,171.41,154.5,412.0,4639.2,1,0,0.166,0,0,0,26.65,no_action,0
4553,SESS00480,USER5834,desktop,5,phone_number,117.38,52.08,396.7,500.0,1,0,0.02,0,0,0,16.68,no_action,0
4554,SESS00480,USER5834,desktop,6,bank_account_number,389.93,231.99,1422.0,5902.6,6,0,0.271,1,1,1,42.55,show_inline_hint,0
4555,SESS00480,USER5834,desktop,7,state,91.27,91.48,442.7,1217.9,2,0,0.288,0,0,0,14.88,no_action,0
4556,SESS00480,USER5834,desktop,8,signature_confirmation,196.89,136.96,1079.7,5151.0,2,0,0.313,4,1,0,23.85,no_action,0
4557,SESS00480,USER5834,desktop,8,loan_amount,327.86,202.79,1149.6,1956.7,1,0,0.435,0,0,1,22.31,no_action,0
4558,SESS00480,USER5834,desktop,8,routing_number,177.25,180.29,623.9,3755.2,1,0,0.347,1,1,1,16.6,no_action,0
4559,SESS00480,USER5834,desktop,8,credit_score_range,318.64,28.06,874.7,6086.1,1,0,0.029,1,1,0,14.04,no_action,0
4560,SESS00480,USER5834,desktop,8,employment_status,337.7,422.97,1627.4,4293.8,6,0,0.405,3,1,1,48.49,show_inline_hint,0
4561,SESS00480,USER5834,desktop,8,credit_score_range,254.79,70.96,237.5,2393.8,2,0,0.279,1,2,0,31.79,show_inline_hint,0
4562,SESS00481,USER6134,desktop,1,loan_amount,426.31,22.85,1302.5,4220.4,2,0,0.295,6,3,1,42.02,show_inline_hint,0
4563,SESS00481,USER6134,desktop,2,full_name,450.59,253.09,1404.3,3468.9,2,0,0.138,1,2,0,50.67,simplify_field,0
4564,SESS00481,USER6134,desktop,3,date_of_birth,385.83,316.66,1130.8,2343.3,1,0,0.217,1,0,0,34.25,show_inline_hint,0
4565,SESS00481,USER6134,desktop,4,full_name,444.59,127.84,603.1,5092.6,2,0,0.436,2,2,0,36.21,show_inline_hint,0
4566,SESS00481,USER6134,desktop,5,date_of_birth,293.47,274.09,1948.3,7924.6,3,0,0.175,2,1,0,39.19,show_inline_hint,0
4567,SESS00481,USER6134,desktop,6,date_of_birth,327.62,114.19,1211.9,6628.5,5,0,0.336,2,3,0,38.05,show_inline_hint,0
4568,SESS00482,USER3792,desktop,1,loan_purpose,451.01,247.08,1404.5,5098.5,5,0,0.315,1,3,1,34.86,show_inline_hint,0
4569,SESS00482,USER3792,desktop,2,credit_score_range,239.97,55.59,358.7,1430.2,2,0,0.046,0,0,0,17.45,no_action,0
4570,SESS00482,USER3792,desktop,3,state,158.76,388.29,169.1,3130.6,1,0,0.226,3,1,3,17.48,no_action,0
4571,SESS00482,USER3792,desktop,4,full_name,423.38,216.59,1432.8,2538.5,3,0,0.042,2,0,2,39.97,show_inline_hint,0
4572,SESS00482,USER3792,desktop,5,city,486.95,276.59,1162.5,3973.5,2,0,0.287,1,3,0,39.76,show_inline_hint,0
4573,SESS00482,USER3792,desktop,6,email,263.88,245.5,1019.8,4135.8,2,0,0.311,0,0,0,31.64,show_inline_hint,0
4574,SESS00482,USER3792,desktop,7,tax_id_number,362.7,84.83,1628.7,4737.3,3,0,0.157,1,1,1,33.44,show_inline_hint,0
4575,SESS00482,USER3792,desktop,8,collateral_details,484.89,221.52,721.0,1907.8,2,0,0.095,4,2,1,44.46,show_inline_hint,0
4576,SESS00482,USER3792,desktop,8,full_name,182.98,254.39,501.7,1803.2,4,0,0.156,1,1,1,29.09,no_action,0
4577,SESS00482,USER3792,desktop,8,phone_number,416.88,137.57,839.8,3701.8,2,0,0.272,4,1,0,40.01,show_inline_hint,0
4578,SESS00482,USER3792,desktop,8,state,424.67,207.2,872.0,4758.4,3,0,0.519,2,1,1,36.77,show_inline_hint,0
4579,SESS00482,USER3792,desktop,8,annual_income,469.67,291.74,1400.7,5815.7,4,0,0.123,0,0,1,45.45,show_inline_hint,0
4580,SESS00482,USER3792,desktop,8,employment_status,381.17,109.0,1103.8,6038.0,5,0,0.289,8,0,2,38.12,show_inline_hint,0
4581,SESS00483,USER8967,desktop,1,tax_id_number,128.47,104.67,298.2,2132.8,1,0,0.248,0,0,0,16.11,no_action,0
4582,SESS00483,USER8967,desktop,2,loan_amount,504.06,184.35,907.3,1665.6,4,0,0.266,1,2,1,36.43,show_inline_hint,0
4583,SESS00483,USER8967,desktop,3,routing_number,223.97,100.24,885.5,2195.4,3,0,0.443,2,1,1,22.01,no_action,0
4584,SESS00483,USER8967,desktop,4,loan_amount,259.04,44.93,240.9,1612.0,1,0,0.347,2,0,0,26.91,no_action,0
4585,SESS00483,USER8967,desktop,5,bank_account_number,128.75,215.54,606.9,934.2,4,0,0.291,2,1,0,31.8,show_inline_hint,0
4586,SESS00483,USER8967,desktop,6,loan_amount,318.09,176.73,1226.8,4942.2,1,0,0.642,2,0,0,45.29,show_inline_hint,0
4587,SESS00483,USER8967,desktop,7,annual_income,19.52,129.12,738.9,1984.7,3,0,0.05,2,0,1,8.56,no_action,0
4588,SESS00483,USER8967,desktop,8,address_line1,368.53,240.43,1419.3,2393.1,2,0,0.3,1,3,0,29.41,no_action,0
4589,SESS00483,USER8967,desktop,8,annual_income,293.42,222.15,935.4,1739.2,1,0,0.124,0,1,2,27.39,no_action,0
4590,SESS00483,USER8967,desktop,8,loan_purpose,150.65,75.85,315.2,3326.1,1,0,0.13,0,1,1,22.22,no_action,0
4591,SESS00484,USER6181,desktop,1,loan_purpose,286.71,0.0,1144.2,5325.1,2,0,0.352,2,0,0,28.09,no_action,0
4592,SESS00484,USER6181,desktop,2,signature_confirmation,229.94,147.94,46.3,2133.6,1,0,0.086,0,0,1,16.34,no_action,0
4593,SESS00484,USER6181,desktop,3,loan_purpose,190.66,169.18,585.1,4678.1,2,0,0.504,1,0,0,15.75,no_action,0
4594,SESS00484,USER6181,desktop,4,full_name,270.15,45.02,485.2,2169.6,1,0,0.241,0,0,0,25.64,no_action,0
4595,SESS00484,USER6181,desktop,5,city,245.83,245.66,478.3,2479.4,1,0,0.193,1,0,0,24.24,no_action,0
4596,SESS00484,USER6181,desktop,6,email,357.9,206.93,962.4,4304.2,2,0,0.147,1,2,1,33.9,show_inline_hint,0
4597,SESS00484,USER6181,desktop,7,signature_confirmation,230.42,180.94,590.8,3803.8,1,0,0.045,0,1,0,15.58,no_action,0
4598,SESS00484,USER6181,desktop,8,city,189.73,319.24,1391.4,2531.6,1,0,0.386,4,5,0,38.92,show_inline_hint,0
4599,SESS00484,USER6181,desktop,8,email,489.15,225.78,1188.5,2213.8,4,0,0.175,3,0,0,38.26,show_inline_hint,0
4600,SESS00484,USER6181,desktop,8,signature_confirmation,277.65,205.57,845.1,2087.0,5,1,0.418,2,0,1,37.18,show_inline_hint,0
4601,SESS00484,USER6181,desktop,8,signature_confirmation,480.86,239.7,1266.1,7954.7,2,0,0.455,1,0,1,34.7,show_inline_hint,0
4602,SESS00484,USER6181,desktop,8,credit_score_range,542.67,323.98,1637.2,7238.4,3,0,0.088,3,3,1,48.19,show_inline_hint,0
4603,SESS00485,USER5339,desktop,1,address_line1,170.95,124.21,381.2,1347.9,1,0,0.238,0,1,0,19.19,no_action,0
4604,SESS00485,USER5339,desktop,2,address_line1,275.0,133.47,780.4,3780.9,2,0,0.559,0,1,0,27.62,no_action,0
4605,SESS00485,USER5339,desktop,3,tax_id_number,410.43,271.28,1356.9,5004.7,1,0,0.353,5,1,2,54.76,simplify_field,0
4606,SESS00485,USER5339,desktop,4,city,338.95,59.03,348.1,2672.3,3,0,0.133,5,2,1,35.33,show_inline_hint,0
4607,SESS00485,USER5339,desktop,5,state,240.83,141.19,365.4,2571.4,2,0,0.332,3,0,0,27.65,no_action,0
4608,SESS00485,USER5339,desktop,6,phone_number,120.09,129.08,879.7,2543.6,1,0,0.146,0,0,0,13.07,no_action,0
4609,SESS00485,USER5339,desktop,7,bank_account_number,392.68,312.76,921.6,2073.3,7,1,0.268,1,1,0,48.48,show_inline_hint,0
4610,SESS00485,USER5339,desktop,8,state,548.96,326.02,1701.6,4088.8,5,0,0.319,5,1,2,58.39,simplify_field,0
4611,SESS00486,USER2181,desktop,1,email,541.28,229.14,1695.6,5109.8,4,0,0.348,1,2,1,45.5,show_inline_hint,0
4612,SESS00486,USER2181,desktop,2,city,292.66,143.25,1712.5,3622.7,2,0,0.569,1,2,1,36.49,show_inline_hint,0
4613,SESS00486,USER2181,desktop,3,loan_amount,60.79,284.24,1757.0,4825.6,6,0,0.074,0,2,1,31.65,show_inline_hint,0
4614,SESS00486,USER2181,desktop,4,routing_number,172.39,155.2,1934.9,7511.4,4,0,0.329,5,1,1,26.02,no_action,0
4615,SESS00486,USER2181,desktop,5,zip_code,319.71,369.85,1365.0,6194.0,8,0,0.082,2,6,2,48.55,show_inline_hint,0
4616,SESS00486,USER2181,desktop,6,employment_status,391.99,79.07,658.3,2889.7,5,1,0.178,3,1,1,39.75,show_inline_hint,0
4617,SESS00486,USER2181,desktop,7,bank_account_number,177.45,319.64,1886.2,5729.6,3,0,0.283,1,5,2,40.55,show_inline_hint,0
4618,SESS00486,USER2181,desktop,8,existing_debts,501.96,492.27,2134.5,7276.2,11,0,0.46,5,4,1,72.26,simplify_field,0
4619,SESS00486,USER2181,desktop,8,employment_status,313.61,383.3,2162.5,6581.0,1,0,0.484,0,3,1,43.7,show_inline_hint,0
4620,SESS00487,USER8493,desktop,1,phone_number,425.93,117.49,971.5,4636.8,8,0,0.151,2,0,0,36.36,show_inline_hint,0
4621,SESS00487,USER8493,desktop,2,routing_number,380.12,228.77,1665.9,2787.9,5,1,0.338,2,0,1,41.84,show_inline_hint,0
4622,SESS00487,USER8493,desktop,3,date_of_birth,28.48,161.1,1288.1,3911.9,1,0,0.102,0,1,0,10.75,no_action,0
4623,SESS00487,USER8493,desktop,4,date_of_birth,219.61,15.63,1239.0,4420.2,1,0,0.029,2,1,0,17.5,no_action,0
4624,SESS00487,USER8493,desktop,5,address_line1,115.09,214.62,1603.5,4159.6,3,0,0.577,3,1,1,37.9,show_inline_hint,0
4625,SESS00487,USER8493,desktop,6,tax_id_number,497.14,347.5,1262.3,1877.3,5,1,0.143,0,1,1,53.15,simplify_field,0
4626,SESS00487,USER8493,desktop,7,loan_amount,369.2,409.37,1606.5,1393.0,3,0,0.404,0,4,0,46.27,show_inline_hint,0
4627,SESS00487,USER8493,desktop,8,loan_purpose,594.71,162.98,471.6,6020.7,3,0,0.52,2,3,0,41.53,show_inline_hint,0
4628,SESS00487,USER8493,desktop,8,full_name,237.08,312.44,1006.8,6027.9,3,0,0.265,2,1,0,34.53,show_inline_hint,0
4629,SESS00487,USER8493,desktop,8,credit_score_range,399.2,436.47,1518.0,6779.7,2,0,0.374,1,1,0,42.99,show_inline_hint,0
4630,SESS00487,USER8493,desktop,8,loan_purpose,425.91,284.63,900.4,2336.3,4,0,0.504,1,3,1,53.12,simplify_field,0
4631,SESS00488,USER8190,mobile,1,date_of_birth,201.67,219.76,2288.2,7371.7,4,0,0.298,2,2,1,40.2,show_inline_hint,0
4632,SESS00488,USER8190,mobile,2,collateral_details,206.65,172.68,1146.9,4428.9,4,0,0.453,3,3,2,32.31,show_inline_hint,0
4633,SESS00488,USER8190,mobile,3,employment_status,633.01,429.41,1411.1,10543.1,5,0,0.483,2,1,3,56.41,simplify_field,0
4634,SESS00488,USER8190,mobile,4,tax_id_number,948.51,235.88,2442.0,9864.4,7,0,0.507,4,1,4,76.9,trigger_wizard_regeneration,0
4635,SESS00488,USER8190,mobile,5,full_name,639.96,314.5,1442.5,4814.2,5,0,0.681,6,4,2,67.18,simplify_field,0
4636,SESS00488,USER8190,mobile,6,annual_income,509.22,284.99,671.8,6684.2,4,0,0.313,2,2,1,42.5,show_inline_hint,0
4637,SESS00489,USER7156,mobile,1,state,40.1,150.39,137.3,1504.8,2,0,0.006,0,0,0,10.74,no_action,0
4638,SESS00489,USER7156,mobile,2,employment_status,205.83,127.86,428.1,2575.8,1,0,0.238,0,0,0,8.28,no_action,0
4639,SESS00489,USER7156,mobile,3,existing_debts,346.33,198.23,585.6,3722.4,1,0,0.621,0,0,0,20.12,no_action,0
4640,SESS00489,USER7156,mobile,4,annual_income,328.83,332.62,835.9,6074.0,4,0,0.641,0,0,1,36.09,show_inline_hint,0
4641,SESS00489,USER7156,mobile,5,loan_purpose,152.29,48.34,645.8,2217.7,1,0,0.284,0,0,0,17.89,no_action,0
4642,SESS00489,USER7156,mobile,6,full_name,210.37,158.33,667.5,1777.7,2,0,0.106,0,2,0,31.9,show_inline_hint,0
4643,SESS00489,USER7156,mobile,7,existing_debts,262.57,207.46,560.1,1464.5,4,0,0.025,1,2,0,26.41,no_action,0
4644,SESS00489,USER7156,mobile,8,existing_debts,226.84,186.23,1366.2,2855.3,1,0,0.539,1,1,0,30.68,show_inline_hint,0
4645,SESS00489,USER7156,mobile,8,phone_number,277.32,110.71,277.9,3296.3,1,0,0.108,2,1,0,23.28,no_action,0
4646,SESS00489,USER7156,mobile,8,credit_score_range,115.12,122.53,1267.2,1877.2,4,0,0.007,0,0,2,39.98,show_inline_hint,0
4647,SESS00489,USER7156,mobile,8,signature_confirmation,405.22,308.1,1857.9,4301.5,3,0,0.46,2,1,2,45.69,show_inline_hint,0
4648,SESS00490,USER6713,desktop,1,collateral_details,204.11,197.39,388.8,3642.6,2,0,0.336,1,1,0,24.31,no_action,0
4649,SESS00490,USER6713,desktop,2,loan_purpose,314.46,225.65,565.2,2228.7,2,0,0.246,1,0,3,41.81,show_inline_hint,0
4650,SESS00490,USER6713,desktop,3,signature_confirmation,38.23,156.89,965.8,3660.3,1,0,0.168,0,2,0,19.16,no_action,0
4651,SESS00490,USER6713,desktop,4,loan_amount,364.32,196.25,604.1,3695.4,1,0,0.1,1,3,0,32.47,show_inline_hint,0
4652,SESS00490,USER6713,desktop,5,annual_income,324.25,250.4,1383.9,4559.5,2,0,0.378,1,0,1,33.64,show_inline_hint,0
4653,SESS00490,USER6713,desktop,6,zip_code,201.77,281.61,1637.2,5533.6,1,0,0.311,3,1,1,35.53,show_inline_hint,0
4654,SESS00490,USER6713,desktop,7,loan_purpose,197.31,220.98,970.3,3584.7,6,1,0.364,2,0,0,44.81,show_inline_hint,0
4655,SESS00490,USER6713,desktop,8,address_line1,216.87,373.35,694.4,4481.6,6,0,0.428,0,0,0,25.8,no_action,0
4656,SESS00490,USER6713,desktop,8,state,146.98,319.26,463.4,6066.5,2,0,0.116,0,0,1,18.59,no_action,0
4657,SESS00490,USER6713,desktop,8,loan_amount,484.22,158.74,1065.7,5072.1,5,0,0.524,4,1,1,51.52,simplify_field,0
4658,SESS00490,USER6713,desktop,8,full_name,231.1,166.9,566.7,3287.0,1,0,0.193,2,0,1,21.96,no_action,0
4659,SESS00490,USER6713,desktop,8,existing_debts,373.59,274.7,1129.1,2187.6,2,0,0.207,2,0,1,41.3,show_inline_hint,0
4660,SESS00491,USER9880,tablet,1,loan_purpose,84.5,196.16,829.7,2885.6,5,1,0.18,1,1,1,21.49,no_action,0
4661,SESS00491,USER9880,tablet,2,city,415.68,211.49,1377.7,5402.8,3,0,0.33,4,3,3,51.77,simplify_field,0
4662,SESS00491,USER9880,tablet,3,co_applicant_info,467.74,300.04,1275.7,4187.7,2,0,0.52,2,0,0,55.9,simplify_field,0
4663,SESS00491,USER9880,tablet,4,address_line1,397.45,184.63,1382.7,2332.0,3,0,0.55,0,2,1,36.95,show_inline_hint,0
4664,SESS00491,USER9880,tablet,5,co_applicant_info,338.48,260.04,2305.0,5288.7,1,0,0.487,3,1,1,48.72,show_inline_hint,0
4665,SESS00491,USER9880,tablet,6,city,467.2,304.37,1604.1,7124.6,1,0,0.174,2,1,1,43.25,show_inline_hint,0
4666,SESS00492,USER6188,mobile,1,credit_score_range,305.46,339.87,865.0,4156.4,4,0,0.225,3,2,0,43.1,show_inline_hint,0
4667,SESS00492,USER6188,mobile,2,date_of_birth,644.12,325.38,887.8,5650.9,7,0,0.685,1,1,1,56.28,simplify_field,0
4668,SESS00492,USER6188,mobile,3,city,468.96,368.56,1676.0,5573.1,2,0,0.14,7,1,0,51.5,simplify_field,0
4669,SESS00492,USER6188,mobile,4,signature_confirmation,390.06,364.47,653.2,3344.5,1,0,0.4,0,3,0,37.46,show_inline_hint,0
4670,SESS00492,USER6188,mobile,5,credit_score_range,419.14,369.97,1837.7,1335.8,6,1,0.578,5,1,1,49.37,show_inline_hint,0
4671,SESS00492,USER6188,mobile,6,existing_debts,323.72,425.69,1743.7,5824.2,6,0,0.363,4,1,3,62.03,simplify_field,0
4672,SESS00492,USER6188,mobile,7,annual_income,308.92,193.01,3012.9,6238.2,2,0,0.432,2,3,2,57.19,simplify_field,0
4673,SESS00492,USER6188,mobile,8,address_line1,496.5,544.18,2344.5,3596.3,9,1,0.416,4,1,2,73.97,simplify_field,0
4674,SESS00492,USER6188,mobile,8,address_line1,679.54,416.26,1276.4,4705.8,4,0,0.494,3,2,0,68.02,simplify_field,0
4675,SESS00492,USER6188,mobile,8,employment_status,662.97,187.58,1665.9,4812.4,6,0,0.148,3,1,2,52.12,simplify_field,0
4676,SESS00493,USER9437,desktop,1,existing_debts,625.36,289.97,1001.9,7748.0,3,0,0.418,4,4,1,53.77,simplify_field,0
4677,SESS00493,USER9437,desktop,2,city,480.82,305.62,1884.7,4524.2,5,0,0.682,3,2,2,57.94,simplify_field,0
4678,SESS00493,USER9437,desktop,3,collateral_details,422.62,166.69,1414.8,8039.5,6,0,0.413,2,5,1,38.21,show_inline_hint,0
4679,SESS00493,USER9437,desktop,4,email,587.33,204.16,3125.8,8007.1,1,0,0.174,5,1,2,49.58,show_inline_hint,0
4680,SESS00493,USER9437,desktop,5,co_applicant_info,379.5,307.85,2515.6,3259.1,5,1,0.419,2,2,3,45.89,show_inline_hint,0
4681,SESS00493,USER9437,desktop,6,co_applicant_info,471.19,276.14,1731.6,3808.5,3,0,0.492,3,1,1,46.0,show_inline_hint,0
4682,SESS00493,USER9437,desktop,7,employment_status,343.24,292.69,1219.5,4721.9,4,0,0.191,4,3,2,43.73,show_inline_hint,0
4683,SESS00493,USER9437,desktop,8,state,417.65,594.27,1530.8,9180.4,2,0,0.462,3,2,2,52.46,simplify_field,0
4684,SESS00494,USER3535,desktop,1,existing_debts,354.53,193.08,1295.9,5855.7,4,0,0.518,0,1,2,55.81,simplify_field,0
4685,SESS00494,USER3535,desktop,2,tax_id_number,23.7,367.04,2352.9,4486.0,1,0,0.358,3,2,0,33.27,show_inline_hint,0
4686,SESS00494,USER3535,desktop,3,employment_status,389.9,235.12,2433.6,3453.8,3,0,0.216,3,0,2,41.14,show_inline_hint,0
4687,SESS00494,USER3535,desktop,4,credit_score_range,413.11,409.52,1986.7,7486.0,4,0,0.618,4,3,1,56.32,simplify_field,0
4688,SESS00494,USER3535,desktop,5,existing_debts,547.13,227.6,1637.2,2615.7,6,1,0.128,4,1,1,53.43,simplify_field,0
4689,SESS00494,USER3535,desktop,6,state,390.55,153.93,2383.4,4470.0,6,0,0.434,3,2,0,46.27,show_inline_hint,0
4690,SESS00494,USER3535,desktop,7,full_name,239.61,388.15,2492.3,7973.4,5,0,0.253,4,2,2,54.67,simplify_field,0
4691,SESS00494,USER3535,desktop,8,city,458.6,354.49,2011.1,6822.9,6,0,0.785,4,0,2,58.1,simplify_field,0
4692,SESS00494,USER3535,desktop,8,email,491.31,279.99,1747.9,7572.1,3,0,0.37,5,5,0,51.11,simplify_field,0
4693,SESS00495,USER5901,desktop,1,email,493.95,204.45,597.7,7615.2,3,0,0.007,3,1,0,34.19,show_inline_hint,0
4694,SESS00495,USER5901,desktop,2,zip_code,364.74,353.58,1392.4,5599.4,2,0,0.328,3,1,0,40.6,show_inline_hint,0
4695,SESS00495,USER5901,desktop,3,full_name,302.4,214.3,1042.4,4349.9,1,0,0.334,0,2,1,19.6,no_action,0
4696,SESS00495,USER5901,desktop,4,phone_number,409.49,85.6,1340.5,3965.1,6,1,0.122,1,0,0,32.39,show_inline_hint,0
4697,SESS00495,USER5901,desktop,5,bank_account_number,654.55,210.91,1383.1,5974.0,2,0,0.136,1,1,1,38.76,show_inline_hint,0
4698,SESS00495,USER5901,desktop,6,loan_amount,456.78,374.76,2039.4,5525.1,3,0,0.493,2,2,1,57.85,simplify_field,0
4699,SESS00495,USER5901,desktop,7,state,125.81,126.41,836.1,3564.1,2,0,0.435,0,1,0,20.65,no_action,0
4700,SESS00495,USER5901,desktop,8,tax_id_number,434.98,166.29,1458.0,9313.3,6,0,0.186,1,1,0,40.2,show_inline_hint,0
4701,SESS00495,USER5901,desktop,8,co_applicant_info,575.74,224.78,1689.6,4177.0,6,0,0.255,5,1,1,53.79,simplify_field,0
4702,SESS00495,USER5901,desktop,8,loan_amount,397.04,244.95,1396.8,4438.0,2,0,0.547,3,1,0,43.48,show_inline_hint,0
4703,SESS00496,USER5179,mobile,1,loan_amount,77.06,111.12,242.9,2724.4,1,0,0.462,0,0,0,19.85,no_action,0
4704,SESS00496,USER5179,mobile,2,bank_account_number,325.78,93.57,877.2,3269.5,1,0,0.505,0,3,0,18.7,no_action,0
4705,SESS00496,USER5179,mobile,3,bank_account_number,13.01,104.46,951.9,5595.2,3,0,0.442,1,0,1,11.74,no_action,0
4706,SESS00496,USER5179,mobile,4,city,176.02,232.56,1246.6,3576.3,1,0,0.522,2,1,0,34.88,show_inline_hint,0
4707,SESS00496,USER5179,mobile,5,loan_purpose,155.38,155.73,839.9,4895.1,1,0,0.155,0,1,1,25.45,no_action,0
4708,SESS00496,USER5179,mobile,6,routing_number,309.62,206.38,986.8,3816.2,1,0,0.132,2,2,1,22.18,no_action,0
4709,SESS00497,USER5821,desktop,1,tax_id_number,351.54,225.13,1146.3,4908.9,4,0,0.323,0,0,0,30.57,show_inline_hint,0
4710,SESS00497,USER5821,desktop,2,email,272.67,302.74,1778.5,7884.5,2,0,0.313,1,1,1,43.96,show_inline_hint,0
4711,SESS00497,USER5821,desktop,3,state,346.61,239.05,1117.3,4458.4,1,0,0.132,0,0,0,28.59,no_action,0
4712,SESS00497,USER5821,desktop,4,signature_confirmation,192.36,111.42,1102.1,2760.2,6,1,0.487,4,1,0,29.38,no_action,0
4713,SESS00497,USER5821,desktop,5,employment_status,370.34,311.52,1986.5,6608.5,3,0,0.453,2,2,5,52.47,simplify_field,0
4714,SESS00497,USER5821,desktop,6,email,491.44,378.44,1674.0,3732.6,4,0,0.223,2,3,3,49.92,show_inline_hint,0
4715,SESS00498,USER2858,desktop,1,city,476.02,219.35,662.2,3208.8,2,0,0.321,2,1,1,31.78,show_inline_hint,0
4716,SESS00498,USER2858,desktop,2,loan_amount,217.65,194.67,757.0,2593.1,3,0,0.576,3,1,0,39.14,show_inline_hint,0
4717,SESS00498,USER2858,desktop,3,tax_id_number,369.41,257.03,1510.7,6498.1,4,0,0.558,1,2,2,49.42,show_inline_hint,0
4718,SESS00498,USER2858,desktop,4,bank_account_number,440.17,232.88,703.8,2638.7,3,0,0.42,2,1,0,54.49,simplify_field,0
4719,SESS00498,USER2858,desktop,5,employment_status,301.9,312.14,640.6,5844.4,4,0,0.316,1,0,1,37.45,show_inline_hint,0
4720,SESS00498,USER2858,desktop,6,phone_number,397.56,267.82,1111.3,2139.5,5,1,0.451,1,3,1,49.06,show_inline_hint,0
4721,SESS00498,USER2858,desktop,7,zip_code,228.28,229.14,1364.8,1170.6,1,0,0.368,2,3,2,38.27,show_inline_hint,0
4722,SESS00498,USER2858,desktop,8,existing_debts,315.39,262.82,1905.4,7010.4,2,0,0.559,1,1,2,51.16,simplify_field,0
4723,SESS00498,USER2858,desktop,8,loan_purpose,227.08,260.5,1786.4,4553.2,4,0,0.266,2,3,2,47.2,show_inline_hint,0
4724,SESS00498,USER2858,desktop,8,date_of_birth,481.54,337.87,1846.4,6437.8,8,0,0.302,3,1,0,65.41,simplify_field,0
4725,SESS00498,USER2858,desktop,8,signature_confirmation,211.62,429.53,1628.9,7810.0,9,0,0.222,2,1,1,47.28,show_inline_hint,0
4726,SESS00499,USER7564,desktop,1,city,350.6,225.68,923.8,872.6,1,0,0.44,4,1,2,34.73,show_inline_hint,0
4727,SESS00499,USER7564,desktop,2,email,354.67,148.27,1034.2,4080.0,2,0,0.266,2,3,0,32.18,show_inline_hint,0
4728,SESS00499,USER7564,desktop,3,credit_score_range,459.66,297.66,671.5,7651.6,1,0,0.41,1,1,0,34.3,show_inline_hint,0
4729,SESS00499,USER7564,desktop,4,loan_purpose,272.52,252.75,792.0,5258.5,3,0,0.097,1,0,2,40.0,show_inline_hint,0
4730,SESS00499,USER7564,desktop,5,loan_purpose,331.35,203.54,1148.9,500.0,3,0,0.457,1,1,1,34.97,show_inline_hint,0
4731,SESS00499,USER7564,desktop,6,state,235.14,259.86,1922.3,3769.6,4,0,0.271,3,0,0,35.61,show_inline_hint,0
4732,SESS00499,USER7564,desktop,7,employment_status,581.63,338.92,1802.3,8304.6,6,0,0.735,4,4,2,62.2,simplify_field,0
4733,SESS00500,USER1632,mobile,1,address_line1,238.48,145.27,1282.6,3565.1,8,1,0.239,3,2,1,36.87,show_inline_hint,0
4734,SESS00500,USER1632,mobile,2,loan_amount,285.93,251.16,1126.9,3821.3,4,0,0.28,1,0,3,42.6,show_inline_hint,0
4735,SESS00500,USER1632,mobile,3,credit_score_range,258.08,156.79,965.8,3707.3,1,0,0.208,4,1,2,34.33,show_inline_hint,0
4736,SESS00500,USER1632,mobile,4,annual_income,480.93,496.87,1587.7,3903.9,4,0,0.483,0,2,1,52.28,simplify_field,0
4737,SESS00500,USER1632,mobile,5,signature_confirmation,216.56,187.99,309.3,1610.3,5,1,0.149,1,0,0,25.12,no_action,0
4738,SESS00500,USER1632,mobile,6,tax_id_number,508.3,217.85,2005.2,6568.2,3,0,0.378,1,1,1,40.79,show_inline_hint,0
4739,SESS00500,USER1632,mobile,7,loan_purpose,232.47,150.49,610.9,2823.2,1,0,0.18,0,1,2,16.82,no_action,0
4740,SESS00500,USER1632,mobile,8,existing_debts,336.37,147.29,565.3,500.0,6,1,0.206,4,3,0,36.43,show_inline_hint,0
4741,SESS00500,USER1632,mobile,8,signature_confirmation,266.82,167.71,1067.8,3412.3,3,0,0.478,0,4,0,40.96,show_inline_hint,0
4742,SESS00500,USER1632,mobile,8,credit_score_range,496.93,303.3,1390.1,5667.3,3,0,0.133,2,3,1,50.47,simplify_field,0
4743,SESS00500,USER1632,mobile,8,tax_id_number,350.13,223.16,487.2,3424.1,2,0,0.322,1,2,0,28.27,no_action,0
4744,SESS00500,USER1632,mobile,8,co_applicant_info,281.69,290.55,1093.5,3631.9,2,0,0.254,4,3,2,36.9,show_inline_hint,0
4745,SESS00501,USER1568,desktop,1,existing_debts,373.68,144.88,686.9,2366.0,1,0,0.263,0,1,0,33.31,show_inline_hint,0
4746,SESS00501,USER1568,desktop,2,loan_purpose,425.68,440.51,969.7,8161.0,4,0,0.265,5,0,2,39.8,show_inline_hint,0
4747,SESS00501,USER1568,desktop,3,credit_score_range,327.56,181.89,2232.2,9930.9,2,0,0.145,3,2,1,28.05,no_action,0
4748,SESS00501,USER1568,desktop,4,loan_purpose,411.8,161.5,1325.1,2184.5,5,1,0.22,5,5,0,34.52,show_inline_hint,0
4749,SESS00501,USER1568,desktop,5,address_line1,548.84,194.56,1224.0,1780.4,1,0,0.692,0,0,0,38.53,show_inline_hint,0
4750,SESS00501,USER1568,desktop,6,full_name,697.27,237.7,2113.9,1361.2,2,0,0.455,1,1,1,60.4,simplify_field,0
